Index,Target,Type,Alcohol,Density,Nitrogen,pH,Sugar,A,B,C,D,Di,E,H,S,U,V,Cost
4696,3,red_wine,7.85,1.02,2.00,3.20,2.11,25.10,8.25,3.60,15.40,21.18,1.83,21.76,20.00,2.85,0.23,4.1735
4697,4,white_wine,7.55,1.02,2.37,3.34,7.62,24.90,2.38,4.65,56.10,65.95,1.55,2.36,3.36,8.55,0.09,6.2935
4698,4,white_wine,9.10,1.02,5.01,3.45,19.02,25.50,5.41,15.00,29.70,47.25,1.23,1.30,2.63,6.45,0.18,11.4125
4699,4,white_wine,8.30,1.02,4.56,3.84,2.68,23.50,1.06,7.35,61.60,65.18,1.55,2.29,8.61,9.05,0.07,4.655
4700,4,white_wine,8.05,1.02,4.28,3.40,2.21,27.70,3.70,6.60,8.80,12.91,1.46,1.92,3.80,5.75,0.19,4.3135
4701,3,white_wine,8.00,1.02,2.00,3.30,6.01,24.50,5.15,2.40,14.30,28.02,1.42,2.42,3.94,5.95,0.10,5.801
4702,4,white_wine,8.70,1.01,8.09,3.78,4.67,21.30,1.45,7.05,19.80,28.39,1.49,1.30,3.36,5.30,0.11,5.5809999999999995
4703,4,white_wine,9.30,1.01,14.34,3.33,2.49,23.30,2.77,10.95,22.00,39.28,1.23,1.12,3.80,4.30,0.21,4.8515
4704,4,red_wine,8.00,1.02,5.73,3.35,2.49,31.30,3.04,7.35,18.70,27.83,2.13,3.35,4.23,1.70,0.25,4.4005
4705,3,white_wine,7.55,1.02,3.61,3.43,13.41,25.70,2.24,5.10,71.50,77.24,1.42,2.17,7.74,8.90,0.00,8.623000000000001
4706,3,white_wine,8.75,1.01,0.77,3.19,1.63,25.30,2.77,6.30,18.70,27.92,1.36,1.61,2.48,4.00,0.13,4.294
4707,3,white_wine,7.70,1.02,5.85,3.20,11.04,23.90,3.43,11.10,47.30,62.13,1.42,3.72,8.61,7.20,0.16,7.693
4708,3,white_wine,8.30,1.01,7.72,3.47,1.44,21.70,1.85,4.50,38.50,42.58,1.02,2.36,3.36,6.25,0.22,4.1025
4709,3,white_wine,7.95,1.02,5.93,3.70,8.38,24.50,3.43,4.50,42.90,49.59,1.45,2.60,5.84,8.05,0.01,6.7915
4710,2,white_wine,8.65,1.02,4.87,3.33,6.67,23.70,8.58,3.00,26.40,38.89,1.75,2.79,0.88,2.95,0.25,6.297
4711,3,white_wine,7.65,1.02,7.76,3.48,17.45,24.90,3.56,4.65,45.10,47.44,1.36,3.29,6.13,9.05,0.16,10.281500000000001
4712,3,white_wine,7.90,1.01,2.74,3.03,3.72,23.70,3.04,2.85,31.90,40.55,1.17,4.77,3.21,6.20,0.16,4.8085
4713,4,white_wine,7.80,1.02,7.54,3.41,8.47,23.30,1.98,5.55,49.50,55.56,0.57,1.67,3.80,7.35,0.02,6.7315000000000005
4714,4,white_wine,8.10,1.01,1.56,3.67,1.35,23.90,2.11,5.25,37.40,48.48,1.54,2.67,3.21,7.00,0.20,4.0264999999999995
4715,4,red_wine,8.15,1.02,7.20,3.60,2.30,25.50,6.86,0.90,19.80,36.60,1.41,4.34,5.84,1.75,0.39,4.4145
4716,4,white_wine,8.70,1.01,9.18,3.44,3.25,21.10,3.04,4.35,16.50,28.56,1.02,1.12,4.96,4.80,0.10,4.962
4717,4,red_wine,9.35,1.02,7.77,3.49,4.77,28.30,4.22,8.55,5.50,18.28,2.07,4.40,5.11,0.70,0.03,5.805999999999999
4718,3,white_wine,7.45,1.02,3.64,3.29,1.63,24.30,4.22,7.80,48.40,60.26,1.11,8.62,4.96,7.15,0.15,3.855
4719,3,white_wine,8.60,1.01,3.19,3.25,1.73,25.10,1.19,5.10,13.20,28.38,1.43,1.61,7.59,4.80,0.05,4.2905
4720,4,white_wine,7.85,1.02,0.87,3.55,12.09,21.90,2.11,3.90,36.30,44.65,1.26,2.73,3.36,6.40,0.18,8.218
4721,4,white_wine,8.15,1.02,1.39,3.65,1.73,25.30,1.58,4.65,44.00,45.77,1.13,2.36,4.53,6.80,0.16,4.194
4722,4,white_wine,8.40,1.02,2.00,3.29,6.77,28.10,2.38,5.10,22.00,32.28,1.57,1.24,4.09,7.80,0.23,6.2435
4723,4,white_wine,9.20,1.01,2.29,3.44,4.58,22.90,2.90,4.05,17.60,24.22,1.99,2.85,3.21,6.45,0.04,5.669
4724,5,red_wine,8.40,1.02,7.58,3.55,2.77,27.50,5.81,1.35,20.90,31.85,1.17,5.08,9.34,2.15,0.26,4.682499999999999
4725,3,white_wine,7.40,1.02,2.48,3.27,10.95,25.50,3.43,8.70,44.00,56.55,1.82,1.86,3.94,7.25,0.10,7.5625
4726,4,white_wine,7.95,1.02,3.28,3.59,6.48,22.90,2.38,7.35,39.60,49.82,1.00,1.74,4.53,7.75,0.17,6.015000000000001
4727,4,white_wine,9.20,1.01,3.84,3.52,6.38,24.10,1.45,4.95,45.10,53.80,1.64,1.43,2.34,6.05,0.09,6.401
4728,4,white_wine,8.30,1.02,4.90,3.74,1.73,24.90,1.19,4.35,24.20,37.60,1.95,2.36,6.28,5.05,0.13,4.26
4729,4,red_wine,7.95,1.02,1.63,3.54,2.87,24.90,3.83,6.45,18.70,28.99,1.19,4.53,6.72,3.80,0.39,4.5634999999999994
4730,4,white_wine,9.30,1.01,3.34,3.42,1.54,28.10,2.11,7.50,27.50,39.32,1.34,2.42,1.75,5.05,0.14,4.484999999999999
4731,4,white_wine,7.50,1.02,2.77,3.14,17.59,23.10,1.58,7.50,53.90,60.65,1.24,2.79,6.13,10.75,0.17,10.234
4732,4,white_wine,8.55,1.01,3.33,3.25,1.73,23.30,2.38,4.35,13.20,23.12,1.28,1.86,3.94,3.05,0.01,4.273
4733,4,red_wine,8.00,1.02,11.23,3.38,2.87,35.30,3.96,9.90,9.90,16.31,1.52,4.90,6.72,1.75,0.16,4.557
4734,6,white_wine,9.30,1.01,1.53,3.56,1.73,23.30,1.06,4.80,52.80,58.06,2.00,1.61,6.13,9.00,0.05,4.582
4735,3,red_wine,7.80,1.02,4.01,3.73,2.21,24.90,8.18,0.00,11.00,17.70,1.14,4.15,4.96,1.40,0.21,4.2755
4736,6,white_wine,8.80,1.01,2.29,3.24,7.43,23.50,2.64,4.65,6.60,16.00,1.07,1.98,3.65,3.75,0.05,6.638999999999999
4737,4,white_wine,7.70,1.02,6.43,3.31,14.17,24.90,1.45,4.65,41.80,51.92,1.18,2.23,4.09,9.35,0.03,8.961500000000001
4738,6,white_wine,8.65,1.02,3.69,3.46,7.10,23.70,1.45,4.80,58.30,75.89,1.14,0.62,2.19,9.10,0.21,6.4885
4739,4,white_wine,9.40,1.01,4.47,3.39,6.67,24.30,4.62,4.50,15.40,37.42,2.00,0.99,3.50,6.60,0.04,6.5675
4740,4,white_wine,7.80,1.02,2.96,3.56,9.52,22.90,1.32,4.80,25.30,41.74,1.56,2.67,3.94,4.20,0.07,7.1739999999999995
4741,4,white_wine,8.35,1.02,0.31,3.43,8.66,23.70,1.32,4.20,56.10,60.24,0.91,2.36,4.53,11.80,0.14,7.003
4742,3,white_wine,7.85,1.01,5.75,3.27,1.35,22.90,2.77,8.55,15.40,16.30,0.95,3.16,2.77,5.70,0.20,3.8789999999999996
4743,3,white_wine,7.50,1.02,7.15,3.32,17.12,22.70,3.56,3.90,63.80,65.97,1.54,3.22,3.94,9.60,0.11,10.073
4744,3,white_wine,7.45,1.02,8.54,3.31,18.26,24.50,1.98,3.75,19.80,26.98,1.17,4.71,4.23,5.25,0.18,10.510000000000002
4745,3,white_wine,8.45,1.01,4.93,3.43,1.92,24.10,3.04,5.25,13.20,20.62,1.09,3.35,4.09,5.65,0.08,4.340999999999999
4746,3,white_wine,7.85,1.02,3.16,3.39,11.42,22.70,2.24,6.60,51.70,59.99,1.10,1.98,4.38,9.45,0.10,7.926
4747,6,white_wine,9.80,1.01,2.03,3.43,6.48,20.90,4.88,4.05,20.90,30.12,1.81,1.49,0.73,4.80,0.05,6.637500000000001
4748,3,red_wine,7.85,1.02,4.54,3.36,2.30,29.70,15.31,5.10,34.10,46.90,1.22,4.34,4.53,7.25,0.33,4.273499999999999
4749,4,red_wine,9.45,1.01,1.96,3.09,1.25,26.10,1.32,5.55,38.50,45.57,1.27,2.48,3.21,5.15,0.01,4.372
4750,4,white_wine,8.35,1.02,4.77,3.31,6.38,22.70,3.83,7.65,37.40,48.47,1.41,2.42,11.53,7.00,0.18,6.073
4751,3,white_wine,8.80,1.01,8.29,3.36,1.82,24.30,2.64,4.65,20.90,27.06,1.13,2.73,4.09,4.60,0.14,4.413
4752,5,white_wine,8.85,1.01,4.48,3.57,1.73,23.10,1.32,4.95,37.40,46.78,1.54,1.24,5.55,6.60,0.17,4.425999999999999
4753,6,white_wine,9.05,1.01,2.37,3.58,1.87,21.70,3.10,4.05,15.40,34.68,1.21,1.05,2.63,3.20,0.20,4.5535
4754,4,white_wine,7.75,1.02,5.23,3.50,4.77,23.90,1.19,3.30,59.40,74.33,1.25,3.41,2.19,7.30,0.10,5.2475
4755,4,white_wine,7.70,1.02,3.07,3.27,15.79,24.50,1.58,9.15,14.30,22.45,1.69,2.11,2.04,4.85,0.09,9.6035
4756,3,red_wine,8.15,1.02,3.58,3.47,2.87,29.50,7.66,5.10,12.10,24.16,1.09,5.27,6.42,4.10,0.08,4.622999999999999
4757,3,white_wine,8.80,1.01,3.65,3.44,2.11,23.90,2.24,3.60,5.50,23.49,1.63,2.73,7.01,5.75,0.11,4.541
4758,2,red_wine,9.10,1.02,10.99,3.49,6.38,27.10,4.22,6.00,2.20,16.44,1.64,2.54,4.96,0.20,0.31,6.362499999999999
4759,4,white_wine,8.10,1.02,6.80,3.56,7.62,22.50,3.43,4.35,48.40,55.64,1.57,2.36,5.84,11.30,0.25,6.518999999999999
4760,3,white_wine,8.10,1.01,9.12,3.39,1.63,23.70,2.51,1.80,94.60,100.23,0.97,1.92,2.77,8.10,0.09,4.0965
4761,4,white_wine,7.50,1.02,0.43,3.35,11.99,22.70,2.51,4.35,63.80,70.63,1.38,2.17,2.63,9.50,0.18,8.025500000000001
4762,4,white_wine,7.55,1.02,8.88,3.10,8.09,25.10,2.77,10.05,57.20,62.24,1.21,1.74,2.77,8.00,0.12,6.445499999999999
4763,4,white_wine,8.65,1.01,3.44,3.27,2.58,23.90,3.17,3.90,11.00,26.93,0.86,1.30,2.92,4.85,0.01,4.651
4764,5,white_wine,8.00,1.02,2.13,3.29,10.47,23.50,1.32,4.65,45.10,55.30,1.04,1.61,3.94,6.85,0.09,7.583500000000001
4765,3,white_wine,8.30,1.02,2.24,3.67,1.63,21.90,2.38,6.00,12.10,27.20,1.03,2.36,4.53,6.65,0.06,4.2095
4766,4,white_wine,7.95,1.02,3.47,3.31,7.14,27.90,1.72,5.10,35.20,42.08,1.45,1.74,3.36,7.20,0.15,6.237
4767,3,white_wine,8.20,1.02,3.76,3.47,9.90,25.50,4.09,5.10,37.40,53.47,1.33,2.91,5.55,8.60,0.10,7.452500000000001
4768,2,red_wine,8.55,1.02,11.09,3.59,2.77,25.10,7.99,1.05,4.40,20.61,1.82,3.04,4.82,0.15,0.15,4.741
4769,3,red_wine,8.20,1.02,11.63,3.82,3.06,22.30,8.25,1.50,13.20,28.15,1.51,4.46,6.42,1.10,0.28,4.769
4770,3,red_wine,7.85,1.02,5.18,3.35,2.40,28.70,4.09,6.60,36.30,49.29,1.82,6.08,14.60,5.95,0.05,4.311999999999999
4771,4,white_wine,7.60,1.02,4.84,3.23,15.03,24.70,2.11,5.10,40.70,54.10,1.20,2.54,2.92,8.40,0.17,9.2585
4772,3,white_wine,7.90,1.01,4.53,3.34,1.35,24.30,3.04,2.55,22.00,41.23,0.89,2.05,2.63,6.90,0.27,3.907
4773,4,red_wine,8.20,1.02,6.55,3.64,2.40,24.30,8.05,1.20,45.10,57.63,1.13,3.35,5.55,2.30,0.05,4.478
4774,4,white_wine,7.85,1.02,3.83,3.53,8.47,23.90,4.75,6.30,9.90,23.91,1.13,2.42,3.50,7.05,0.03,6.7669999999999995
4775,4,red_wine,7.65,1.02,7.15,3.10,2.02,28.30,8.98,10.20,18.70,29.28,1.76,25.11,16.21,2.90,0.26,4.052499999999999
4776,3,red_wine,7.75,1.02,5.60,3.32,1.92,25.30,5.41,3.90,9.90,22.83,0.95,14.07,8.47,4.10,0.24,4.0805
4777,2,red_wine,8.10,1.02,6.92,3.47,2.40,26.50,11.02,4.05,6.60,7.30,1.41,4.90,3.65,0.85,0.19,4.4174999999999995
4778,4,red_wine,8.65,1.02,9.63,3.63,2.49,23.90,4.36,4.95,23.10,28.28,1.44,4.46,7.74,1.50,0.09,4.67
4779,2,white_wine,7.95,1.02,4.00,3.37,12.46,25.30,3.04,3.45,20.90,25.76,1.88,2.79,4.09,6.65,0.07,8.374
4780,4,white_wine,8.90,1.02,3.52,3.29,10.19,24.10,3.43,3.90,55.00,69.34,1.13,1.98,1.90,8.00,0.12,7.786499999999999
4781,4,white_wine,8.75,1.01,1.33,3.45,1.54,22.50,1.72,3.60,33.00,42.84,1.71,2.60,5.11,4.45,0.20,4.297000000000001
4782,3,white_wine,7.85,1.02,3.61,3.35,6.58,23.70,3.56,6.60,33.00,41.93,1.05,2.91,3.21,7.75,0.17,5.984
4783,4,red_wine,8.55,1.02,4.83,3.35,1.82,29.50,2.84,6.00,14.30,32.46,1.59,3.97,4.23,0.75,0.00,4.325
4784,5,white_wine,9.40,1.01,0.33,3.10,3.44,22.90,2.77,3.60,33.00,38.91,1.46,1.74,6.42,4.45,0.20,5.232
4785,5,white_wine,8.25,1.01,5.10,3.58,1.54,23.30,1.85,5.55,48.40,55.10,1.35,3.10,4.82,9.65,0.17,4.1415
4786,4,red_wine,8.25,1.02,3.12,3.43,3.06,25.30,5.28,4.65,3.30,10.44,1.09,3.78,4.82,0.45,0.17,4.728
4787,3,white_wine,7.75,1.02,3.53,3.53,5.53,21.50,0.79,4.50,27.50,37.10,1.48,2.23,3.36,4.95,0.21,5.556
4788,3,white_wine,7.50,1.02,3.42,3.51,16.64,23.10,1.85,3.75,47.30,67.37,0.96,2.54,2.19,6.60,0.09,9.909500000000001
4789,4,white_wine,7.80,1.02,4.82,3.58,12.75,23.30,2.11,4.50,18.70,34.18,1.14,2.67,3.94,6.85,0.22,8.469000000000001
4790,5,white_wine,8.30,1.01,1.18,3.47,2.02,23.10,2.77,7.95,44.00,56.81,1.47,1.92,5.40,9.30,0.14,4.3345
4791,4,red_wine,8.45,1.02,5.54,3.59,2.87,25.10,5.94,0.90,20.90,39.37,1.56,4.77,5.40,1.90,0.00,4.7459999999999996
4792,3,white_wine,7.85,1.02,4.63,3.25,11.89,24.10,4.75,3.60,73.70,78.33,1.53,2.91,4.09,10.20,0.23,8.093
4793,3,white_wine,7.70,1.01,3.06,3.57,1.16,21.30,2.77,0.75,11.00,26.84,1.06,1.80,1.90,1.20,0.08,3.7954999999999997
4794,4,red_wine,7.85,1.02,5.81,3.42,2.58,25.90,6.60,3.45,24.20,37.20,1.33,4.15,5.26,4.40,0.18,4.394499999999999
4795,4,white_wine,8.55,1.02,5.75,3.24,9.80,25.70,4.09,3.90,35.20,44.09,0.50,3.10,2.92,8.75,0.18,7.500500000000001
4796,5,red_wine,8.40,1.02,9.08,3.33,2.96,32.30,3.04,7.35,16.50,28.62,1.36,5.27,11.68,2.05,0.24,4.725499999999999
4797,4,white_wine,8.35,1.01,0.93,3.38,1.73,24.30,4.09,11.85,24.20,28.12,1.06,11.47,3.50,4.20,0.11,4.2225
4798,4,white_wine,8.70,1.02,0.44,3.19,9.61,26.10,2.24,4.05,15.40,31.21,1.14,1.67,2.04,3.95,0.23,7.469499999999999
4799,4,white_wine,8.25,1.01,3.75,3.72,1.44,22.50,1.19,4.50,14.30,30.62,1.73,1.74,4.67,3.65,0.06,4.1225
4800,4,white_wine,7.65,1.02,14.71,3.29,5.62,22.90,2.90,7.65,67.10,81.68,1.28,2.42,3.36,8.30,0.07,5.521
4801,3,white_wine,7.90,1.02,3.89,3.37,6.48,23.50,3.30,6.30,28.60,39.55,1.46,3.04,3.21,7.25,0.18,5.964500000000001
4802,4,white_wine,7.75,1.02,3.65,3.34,17.88,22.50,3.56,3.75,29.70,46.93,1.83,2.60,5.84,8.80,0.06,10.4675
4803,4,red_wine,8.60,1.02,4.87,3.42,6.38,29.10,5.02,7.35,4.40,18.37,1.87,3.41,7.45,0.55,0.26,6.177
4804,3,white_wine,7.40,1.02,6.15,3.60,12.84,,1.72,4.35,29.70,38.79,0.65,2.05,3.36,5.95,0.05,8.368
4805,6,white_wine,7.55,1.02,6.10,3.35,13.89,25.30,1.58,4.50,57.20,64.73,1.57,2.91,3.50,10.32,0.23,8.803
4806,4,red_wine,7.85,1.02,8.88,3.53,3.06,28.10,5.02,4.65,19.80,35.65,1.11,5.21,5.99,4.60,0.02,4.603
4807,5,red_wine,9.35,1.02,3.97,3.43,2.77,25.30,3.04,5.10,27.50,38.79,1.67,4.53,5.40,1.45,0.03,4.997
4808,3,red_wine,7.95,1.02,11.63,3.44,3.06,28.10,6.60,3.75,8.80,16.98,1.29,4.09,5.11,4.90,0.27,4.624499999999999
4809,2,white_wine,8.10,1.02,5.84,3.94,4.77,21.90,1.72,4.20,42.90,55.87,1.86,2.73,7.01,9.65,0.07,5.436
4810,3,white_wine,7.95,1.02,0.95,3.70,8.38,24.50,3.43,4.50,42.90,62.11,1.50,2.60,5.84,8.05,0.13,6.7915
4811,4,red_wine,7.85,1.02,1.03,3.52,3.06,28.30,7.92,1.65,11.00,18.07,1.16,5.21,4.82,1.90,0.08,4.6015
4812,5,red_wine,8.15,1.02,5.84,3.58,6.10,25.70,7.39,1.50,4.40,12.26,1.08,6.57,6.86,0.25,0.13,5.9315
4813,5,white_wine,9.15,1.01,3.60,3.19,3.82,25.70,2.38,4.65,23.10,31.41,1.08,0.99,3.65,4.70,0.14,5.3100000000000005
4814,5,white_wine,7.80,1.02,10.14,3.57,10.95,22.70,3.17,5.25,30.80,36.83,1.47,1.86,4.09,9.60,0.19,7.7475
4815,5,white_wine,8.85,1.02,1.83,3.36,4.77,27.90,2.90,5.25,34.10,43.99,1.30,1.43,3.36,7.10,0.04,5.6114999999999995
4816,4,white_wine,7.90,1.02,4.02,3.40,14.65,22.50,1.58,3.75,7.70,12.12,1.16,2.85,4.53,5.70,0.13,9.237
4817,4,red_wine,7.80,1.02,18.24,3.52,2.30,24.10,6.47,0.00,12.10,16.01,1.07,11.22,5.55,1.95,0.26,4.279999999999999
4818,2,red_wine,8.55,1.02,10.96,3.62,2.49,24.30,5.15,0.00,6.60,23.94,1.55,3.60,5.26,0.40,0.17,4.633500000000001
4819,2,red_wine,8.60,1.02,13.81,3.53,2.49,26.70,10.10,0.15,4.40,9.94,1.25,3.78,5.26,0.40,0.24,4.6375
4820,3,white_wine,9.10,1.01,2.43,3.40,1.73,24.30,3.83,4.80,28.60,34.81,1.75,1.74,5.84,6.00,0.11,4.4879999999999995
4821,3,white_wine,7.60,1.02,11.04,3.44,7.71,22.70,2.51,2.70,48.40,55.60,2.08,2.42,3.65,9.00,0.09,6.362
4822,3,white_wine,8.30,1.02,3.67,3.49,8.47,23.30,2.24,4.95,30.80,39.11,0.87,2.05,5.55,6.75,0.07,6.9185
4823,4,red_wine,7.90,1.02,16.93,3.45,2.77,25.50,6.34,1.20,14.30,30.25,1.17,6.51,6.42,2.00,0.28,4.4925
4824,2,white_wine,8.20,1.02,6.08,3.22,1.73,29.90,12.21,6.90,36.30,53.32,1.64,2.29,3.94,8.95,0.19,4.146999999999999
4825,4,white_wine,9.05,1.01,13.30,3.27,4.77,25.70,2.90,5.40,20.90,30.06,1.74,0.93,6.42,9.60,0.08,5.667
4826,3,white_wine,8.40,1.01,7.35,3.49,2.02,23.10,5.68,3.75,41.80,54.34,1.28,2.42,5.11,8.55,0.00,4.3725
4827,5,white_wine,9.00,1.01,3.63,3.49,6.29,22.10,2.64,7.80,39.60,43.39,1.69,1.18,4.23,4.90,0.11,6.2905
4828,4,white_wine,8.60,1.01,2.49,3.24,7.71,22.10,5.81,4.95,25.30,37.37,1.25,2.29,2.34,5.65,0.05,6.680999999999999
4829,4,white_wine,8.70,1.02,0.12,3.54,7.81,26.70,2.64,6.75,34.10,47.65,1.44,3.10,8.03,6.65,0.14,6.802
4830,3,red_wine,8.00,1.02,3.61,3.46,2.49,26.30,10.43,0.00,9.90,14.17,0.99,4.65,4.09,1.25,0.27,4.417
4831,4,red_wine,8.65,1.02,5.12,3.78,2.40,21.90,7.00,1.20,16.50,25.08,1.58,3.84,8.03,0.90,0.31,4.656499999999999
4832,4,white_wine,7.70,1.02,3.04,3.22,8.76,25.70,4.49,3.45,45.10,51.86,1.07,2.79,5.26,10.45,0.06,6.784
4833,4,white_wine,7.55,1.02,12.89,3.32,13.61,24.90,3.56,3.00,68.20,81.93,1.40,2.79,4.09,11.15,0.06,8.686499999999999
4834,4,white_wine,8.60,1.02,1.51,3.43,1.82,26.30,1.85,6.45,29.70,41.31,1.05,2.17,3.36,6.15,0.22,4.3545
4835,3,white_wine,8.30,1.02,12.46,3.48,8.66,21.10,2.11,4.80,19.80,24.52,1.62,3.16,1.31,4.80,0.21,6.993
4836,4,white_wine,9.30,1.02,2.02,3.66,10.09,21.30,2.38,0.00,13.20,19.44,1.42,1.80,3.50,5.25,0.09,7.942
4837,6,white_wine,9.10,1.01,2.55,3.59,2.96,23.70,5.02,3.90,29.70,45.77,1.53,2.05,4.23,3.85,0.15,5.0085
4838,4,white_wine,8.05,1.02,9.06,3.50,8.57,24.50,3.04,6.15,15.40,30.79,2.07,2.73,6.13,4.15,0.25,6.8725000000000005
4839,3,white_wine,8.50,1.01,0.92,3.42,1.54,25.50,2.38,4.80,27.50,38.82,0.91,1.92,4.96,5.55,0.09,4.205
4840,5,white_wine,9.20,1.01,13.70,3.35,3.72,23.90,5.28,5.40,33.00,40.00,1.62,1.30,2.34,6.45,0.21,5.3115
4841,4,white_wine,7.85,1.02,3.24,3.29,4.77,25.30,1.19,4.05,24.20,37.91,1.23,2.54,3.65,4.60,0.08,5.2509999999999994
4842,4,white_wine,7.80,1.02,4.50,3.28,13.51,26.90,3.56,8.40,59.40,63.17,1.71,2.42,5.26,9.20,0.03,8.728
4843,4,white_wine,7.55,1.02,1.74,3.43,15.60,21.50,1.85,3.00,44.00,49.76,0.79,2.17,3.50,5.35,0.10,9.498999999999999
4844,3,white_wine,7.65,1.02,2.50,3.27,15.98,23.50,3.43,4.65,20.90,27.80,1.48,2.60,4.67,7.00,0.10,9.661999999999999
4845,4,white_wine,8.35,1.02,2.57,3.43,8.47,23.70,1.32,4.20,56.10,71.22,0.97,2.36,4.53,11.80,0.18,6.927
4846,3,red_wine,8.35,1.02,19.90,3.56,2.40,24.10,5.68,1.35,3.30,13.18,1.27,3.29,4.67,0.15,0.42,4.5184999999999995
4847,2,white_wine,7.55,1.02,5.92,3.30,8.47,23.10,2.64,4.20,58.30,77.84,1.55,2.36,4.67,10.20,0.12,6.6274999999999995
4848,4,white_wine,7.95,1.01,0.47,3.34,1.44,24.10,3.56,2.55,6.60,14.81,1.05,2.48,2.04,5.65,0.24,3.9604999999999997
4849,2,white_wine,8.15,1.02,4.88,3.52,2.21,23.90,1.58,5.10,26.40,41.98,0.93,2.11,5.55,6.50,0.14,4.3665
4850,4,white_wine,8.40,1.02,1.41,3.39,5.34,25.90,0.53,7.35,35.20,45.97,1.82,2.48,3.65,7.30,0.13,5.6865
4851,3,white_wine,8.85,1.01,1.18,3.68,1.54,21.90,4.75,4.95,12.10,24.76,1.55,2.48,3.21,5.55,0.26,4.3665
4852,6,white_wine,9.50,1.01,1.41,3.57,2.96,24.70,2.90,5.10,36.30,42.50,1.01,2.17,4.53,5.10,0.11,5.145499999999999
4853,4,white_wine,8.55,1.01,5.77,3.71,1.54,21.30,3.30,4.20,35.20,47.16,1.68,1.36,5.26,4.55,0.26,4.266
4854,4,red_wine,8.00,1.02,10.65,3.47,2.30,25.10,7.26,4.05,17.60,39.07,0.77,4.59,5.26,4.25,0.06,4.342499999999999
4855,4,red_wine,8.25,1.02,5.09,3.63,2.40,28.30,1.85,3.60,0.00,18.14,1.03,4.28,9.49,1.10,0.40,4.494
4856,4,red_wine,7.60,1.03,0.89,3.39,15.03,30.50,6.07,5.55,59.40,71.55,1.11,12.71,8.03,4.45,0.21,9.2835
4857,3,white_wine,7.80,1.02,4.53,3.34,10.28,24.50,6.67,3.00,17.60,28.46,1.08,4.77,2.63,4.40,0.11,7.445
4858,3,red_wine,7.90,1.02,6.31,3.33,2.11,23.70,5.28,1.20,42.90,54.80,1.56,4.03,3.94,2.90,0.27,4.2105
4859,4,white_wine,8.30,1.02,9.09,3.62,8.47,22.50,2.24,4.20,29.70,37.32,1.04,1.61,2.92,5.10,0.06,6.938000000000001
4860,3,red_wine,8.10,1.02,2.78,3.42,2.96,25.30,4.49,1.20,15.40,32.13,1.38,4.65,5.40,2.10,0.03,4.6339999999999995
4861,3,white_wine,7.60,1.02,5.89,3.51,15.60,24.30,2.77,4.50,62.70,79.73,1.42,1.67,6.57,9.75,0.26,9.5285
4862,3,red_wine,7.95,1.02,2.39,3.49,2.49,25.30,6.20,3.15,6.60,7.97,1.24,3.84,4.82,1.10,0.28,4.404
4863,4,white_wine,9.20,1.01,5.31,3.53,2.30,23.90,1.32,4.50,41.80,50.45,1.52,1.80,2.19,9.20,0.19,4.7705
4864,4,white_wine,8.15,1.02,2.19,3.55,1.92,23.50,1.06,5.10,28.60,37.05,1.54,1.05,5.26,5.15,0.23,4.255
4865,4,white_wine,7.75,1.02,11.52,3.57,5.25,21.70,0.66,3.90,19.80,21.64,1.04,1.86,3.65,4.85,0.13,5.449999999999999
4866,3,white_wine,7.85,1.02,6.63,3.45,7.81,23.30,2.64,4.50,61.60,68.83,1.21,2.48,2.48,9.80,0.11,6.491
4867,3,white_wine,7.75,1.02,1.20,3.40,6.86,22.10,2.64,7.35,66.00,69.38,1.21,2.42,3.65,10.80,0.04,6.0685
4868,5,white_wine,8.75,1.01,8.59,3.24,2.87,24.70,1.98,4.05,41.80,48.15,1.08,1.61,5.40,5.70,0.06,4.797499999999999
4869,5,white_wine,8.85,1.01,4.69,3.57,1.73,23.10,1.32,4.95,37.40,45.93,1.28,1.24,5.55,6.60,0.16,4.425999999999999
4870,4,white_wine,8.60,1.01,8.97,3.66,1.73,21.50,3.17,2.70,27.50,37.91,1.59,1.24,2.19,4.90,0.12,4.351999999999999
4871,4,white_wine,7.45,1.02,0.37,3.34,1.63,22.30,2.64,2.40,38.50,45.40,1.24,3.16,3.50,6.00,0.19,3.8625
4872,3,white_wine,7.65,1.02,1.77,3.40,6.10,23.70,3.17,5.10,4.40,6.37,1.52,2.54,2.63,6.15,0.11,5.7295
4873,3,white_wine,7.70,1.02,4.13,3.36,7.14,22.90,2.64,6.60,52.80,59.90,1.70,2.42,3.80,8.65,0.19,6.157
4874,4,white_wine,7.65,1.02,1.75,3.25,12.84,25.10,2.11,4.65,27.50,29.13,1.23,2.54,4.53,8.70,0.09,8.402999999999999
4875,4,white_wine,8.95,1.01,8.96,3.53,2.11,24.30,0.66,5.70,14.30,28.78,2.04,2.29,9.93,5.40,0.01,4.606999999999999
4876,4,red_wine,8.20,1.02,7.40,3.24,2.11,30.30,2.64,6.90,4.40,22.10,1.15,2.54,8.32,0.35,0.23,4.302
4877,4,white_wine,7.65,1.02,13.67,3.25,12.84,25.10,2.11,4.65,27.50,37.49,1.69,2.54,4.53,8.70,0.18,8.402999999999999
4878,3,white_wine,7.85,1.02,1.62,3.35,11.04,24.30,3.04,3.75,34.10,47.25,2.10,2.42,2.63,6.50,0.02,7.767999999999999
